"","x"
"3921","9:463655"
"3922","19:10600447"
"3923","19:10600442"
"3924","1:13695685"
"3925","17:56386386"
"3926","3:138724374"
"3927","1:161751741"
"3928","4:103808519"
"3929","5:101755735"
"3930","6:152332832"
"3931","3:128038373"
"3932","6:168430272"
"3933","17:5036784"
"3934","17:5036214"
"3935","19:41785054"
"3936","6:17813825"
"3937","19:52497250"
"3938","17:48452979"
"3939","7:110531310"
"3940","12:83251120"
"3941","1:36932248"
"3942","5:180622575"
"3943","5:122930890"
"3944","2:209108317"
"3945","1:151664909"
"3946","1:151614451"
"3947","7:134221826"
"3948","16:69988463"
"3949","17:44372579"
"3950","17:5036843"
"3951","19:8321937"
"3952","17:45234420"
"3953","17:45234725"
"3954","17:45249316"
"3955","19:9452029"
"3956","20:3577014"
"3957","6:41555192"
"3958","19:37488499"
"3959","19:37488481"
"3960","23:100912535"
"3961","11:871531"
"3962","15:78587910"
"3963","1:248722507"
"3964","11:5475430"
"3965","1:152189055"
"3966","1:152186042"
"3967","1:152186708"
"3968","6:36489585"
"3969","1:144813815"
"3970","1:144828748"
"3971","1:144828599"
"3972","1:181680114"
"3973","1:89448868"
"3974","17:62892031"
"3975","19:54782704"
"3976","3:183665265"
"3977","12:94080703"
"3978","4:129869682"
"3979","7:87566188"
"3980","20:43348735"
"3981","2:109300703"
"3982","3:189587118"
"3983","2:219603798"
"3984","2:95542476"
"3985","19:11475037"
"3986","17:27086692"
"3987","10:100674773"
"3988","3:139094367"
"3989","10:135438961"
"3990","10:135440159"
"3991","10:135438753"
"3992","1:145311110"
"3993","1:145299809"
"3994","3:52441252"
"3995","23:135960230"
"3996","20:42204913"
"3997","3:138374293"
"3998","14:20825323"
"3999","4:55152093"
"4000","8:39776289"
"4001","3:195453014"
"4002","11:1093088"
"4003","11:1092860"
"4004","7:66703328"
"4005","1:204120952"
"4006","19:8999488"
"4007","19:8999395"
"4008","19:8999446"
"4009","19:8999421"
"4010","19:24009993"
"4011","19:58385798"
"4012","1:145319731"
"4013","1:145349628"
"4014","1:145296478"
"4015","1:145367800"
"4016","16:1306817"
"4017","9:139399389"
"4018","9:139399350"
"4019","9:139399344"
"4020","18:50942653"
"4021","20:1585397"
"4022","23:135958730"
"4023","7:55220274"
"4024","7:55241677"
"4025","7:55273604"
"4026","15:40915190"
"4027","1:120612013"
"4028","11:198062"
"4029","19:44778796"
"4030","16:69988472"
"4031","12:8327883"
"4032","6:32551939"
"4033","6:32549531"
"4034","17:20799119"
"4035","15:101109794"
"4036","2:20201952"
"4037","19:58420699"
"4038","21:44514780"
"4039","19:52716323"
"4040","17:64125861"
"4041","17:65957661"
"4042","19:16268213"
"4043","8:101719004"
"4044","19:42796889"
"4045","2:120980428"
"4046","5:131676333"
"4047","2:132288362"
"4048","11:76207633"
"4049","12:56558394"
"4050","19:24310450"
"4051","2:175016334"
"4052","2:25466800"
"4053","17:5036205"
"4054","9:133633228"
"4055","9:133645144"
"4056","9:133606022"
"4057","22:29414001"
"4058","1:228444565"
"4059","14:25101589"
"4060","4:135122036"
"4061","2:61719472"
"4062","10:135438977"
"4063","12:11461742"
"4064","2:198363406"
"4065","20:1895965"
"4066","2:85570849"
"4067","5:140209115"
"4068","5:140188444"
"4069","3:183900729"
"4070","11:32417911"
"4071","12:29450117"
"4072","18:669296"
"4073","16:57493489"
"4074","9:42368614"
"4075","4:155412464"
"4076","20:39802390"
"4077","1:248224569"
"4078","1:186276291"
"4079","15:100252738"
"4080","5:115813726"
"4081","23:140335826"
"4082","3:10108913"
"4083","7:136677733"
"4084","8:144998169"
"4085","17:62892873"
"4086","7:48545976"
"4087","7:23353246"
"4088","6:159420528"
"4089","1:173735442"
"4090","23:154456747"
"4091","11:319861"
"4092","17:21215557"
"4093","17:21207834"
"4094","3:3095492"
"4095","12:52756203"
"4096","5:76332468"
"4097","17:7577156"
"4098","17:7578515"
"4099","17:7577088"
"4100","7:128587381"
"4101","22:50617594"
"4102","9:20346392"
"4103","2:128394875"
"4104","5:170818897"
"4105","13:25021323"
"4106","17:55028023"
"4107","5:175811093"
"4108","3:56591288"
"4109","4:164440581"
"4110","12:50754563"
"4111","12:50745857"
"4112","4:190878596"
"4113","4:190878604"
"4114","4:190878700"
"4115","12:6692377"
"4116","1:225334799"
"4117","6:32713828"
"4118","9:33796827"
"4119","3:75786080"
"4120","3:75787576"
"4121","3:75787702"
"4122","3:75786288"
"4123","2:233633460"
"4124","19:22156021"
"4125","23:70339264"
"4126","15:30700113"
"4127","1:153941514"
"4128","12:3790112"
"4129","11:49204779"
"4130","17:78248896"
"4131","3:124450321"
"4132","21:40883675"
"4133","16:90095596"
"4134","15:28518112"
"4135","3:20215857"
"4136","16:88599697"
"4137","12:57860081"
"4138","6:31238957"
"4139","7:88745230"
"4140","2:130900188"
"4141","2:130897620"
"4142","1:25747230"
"4143","9:5072798"
"4144","9:5078362"
"4145","17:63554572"
"4146","11:111965729"
"4147","22:37319327"
"4148","8:25718576"
"4149","17:39316759"
"4150","3:132360883"
"4151","11:871530"
"4152","2:36825137"
"4153","19:21476519"
"4154","5:732000"
"4155","9:123374138"
"4156","12:7080212"
"4157","2:47703538"
"4158","2:178494174"
"4159","1:109369933"
"4160","8:4494898"
"4161","8:2849965"
"4162","7:116596697"
"4163","5:56181765"
"4164","5:140346468"
"4165","1:22913153"
"4166","19:48893838"
"4167","19:15586672"
"4168","20:4680251"
"4169","4:1806119"
"4170","18:48604665"
"4171","18:48603032"
"4172","1:117142736"
"4173","7:138602417"
"4174","19:51301456"
"4175","10:6527143"
"4176","19:7747293"
"4177","12:10571658"
"4178","1:169446815"
"4179","10:135000148"
"4180","1:152487979"
"4181","10:91359126"
"4182","12:72374564"
"4183","15:63447945"
"4184","9:127790688"
"4185","7:100612952"
"4186","7:100639066"
"4187","7:100645731"
"4188","7:100643155"
"4189","7:100646521"
"4190","7:100639049"
"4191","1:13695621"
"4192","1:13696047"
"4193","16:74677568"
"4194","12:133143009"
"4195","7:30002676"
"4196","14:71199452"
"4197","9:899254"
"4198","2:160698698"
"4199","3:195507226"
"4200","3:195512107"
"4201","3:195507193"
"4202","3:195510121"
"4203","3:195513420"
"4204","3:195509769"
"4205","3:195511051"
"4206","3:195507242"
"4207","3:195510910"
"4208","3:195509402"
"4209","3:195508500"
"4210","3:195506267"
"4211","3:195510134"
"4212","3:195507683"
"4213","3:195507155"
"4214","23:47426420"
"4215","21:33949097"
"4216","1:144852390"
"4217","1:144915561"
"4218","19:5135392"
"4219","19:54745508"
"4220","19:54746051"
"4221","17:51900728"
"4222","2:202151270"
"4223","12:26171576"
"4224","3:57414071"
"4225","10:16878204"
"4226","15:82635237"
"4227","15:82637061"
"4228","11:290918"
"4229","12:124887093"
"4230","16:1393405"
"4231","5:156479570"
"4232","15:50785054"
"4233","17:36293029"
"4234","9:33797987"
"4235","17:45664677"
"4236","5:55055893"
"4237","11:44151577"
"4238","17:45216162"
"4239","3:109050411"
"4240","23:51076024"
"4241","15:34677517"
"4242","12:16747034"
"4243","12:11420517"
"4244","18:44063598"
"4245","23:132160420"
"4246","5:115298232"
"4247","19:45865002"
"4248","19:501701"
"4249","1:16384999"
"4250","11:47270255"
"4251","12:55615126"
"4252","6:116600464"
"4253","21:10943003"
"4254","5:140181539"
"4255","20:271225"
"4256","17:77039852"
"4257","10:70182529"
"4258","5:37200896"
"4259","23:27999214"
"4260","16:19883623"
"4261","12:102122909"
"4262","5:79950781"
"4263","2:231861071"
"4264","2:163134723"
"4265","1:82408790"
"4266","22:24176287"
"4267","6:86324687"
"4268","7:128630227"
"4269","16:10273929"
"4270","2:157186546"
"4271","6:16306994"
"4272","6:16327915"
"4273","17:59480324"
"4274","17:43192548"
"4275","19:21606712"
"4276","7:77256713"
"4277","4:123192383"
"4278","19:17942005"
"4279","4:25849264"
"4280","3:129370592"
"4281","2:84899469"
"4282","1:206648378"
"4283","1:151318747"
"4284","11:6411935"
"4285","11:1258283"
"4286","11:1258240"
"4287","9:107298641"
"4288","6:143082724"
"4289","6:150263287"
"4290","17:7983969"
"4291","12:108699032"
"4292","7:156473099"
"4293","6:83892687"
"4294","15:78316386"
"4295","12:53342968"
"4296","12:53343225"
"4297","22:22127164"
"4298","12:25380283"
"4299","16:84351893"
"4300","7:72413725"
"4301","13:25671398"
"4302","13:25671273"
"4303","13:25670907"
"4304","13:25670919"
"4305","7:102235769"
"4306","19:17941294"
"4307","9:99694397"
"4308","16:82672441"
"4309","19:49218113"
"4310","22:29707641"
"4311","1:145015877"
"4312","14:19378030"
"4313","14:19378189"
"4314","22:29126240"
"4315","22:29083961"
"4316","19:42596228"
"4317","6:127471533"
"4318","2:220405132"
"4319","20:57480483"
"4320","3:152174078"
"4321","16:2287496"
"4322","8:15428457"
"4323","14:35592708"
"4324","3:195510745"
"4325","3:195506917"
"4326","3:195513846"
"4327","3:195507083"
"4328","3:195511283"
"4329","3:195511959"
"4330","3:195506987"
"4331","3:195507491"
"4332","3:195511390"
"4333","11:102098354"
"4334","1:23637109"
"4335","9:8504401"
"4336","1:174410988"
"4337","12:5781374"
"4338","9:135202829"
"4339","14:50788213"
"4340","16:4846068"
"4341","10:46999151"
"4342","10:46999601"
"4343","10:46999607"
"4344","1:180628404"
"4345","12:21168708"
"4346","15:44408426"
"4347","14:21796784"
"4348","12:102060676"
"4349","5:138208768"
"4350","12:11990332"
"4351","19:12543251"
"4352","7:150498790"
"4353","2:102781651"
"4354","3:52678790"
"4355","15:65678318"
"4356","19:50098815"
"4357","17:18024266"
"4358","3:9476101"
"4359","11:62749340"
"4360","7:76129758"
"4361","17:44632540"
"4362","17:29665754"
"4363","9:140137382"
"4364","20:1210647"
"4365","2:179437711"
"4366","14:92537354"
"4367","15:78441769"
"4368","10:105037044"
"4369","6:46801071"
"4370","3:75788085"
"4371","3:75788411"
"4372","3:75788375"
"4373","3:75788105"
"4374","1:218578743"
"4375","19:46094763"
"4376","17:7578416"
"4377","17:7576852"
"4378","17:7579369"
"4379","17:7578532"
"4380","17:7574031"
"4381","6:32610487"
"4382","6:32609207"
"4383","7:116772745"
"4384","19:16630967"
"4385","10:5690534"
"4386","1:245133489"
"4387","17:7577153"
"4388","17:7578179"
"4389","17:7579801"
"4390","17:7578553"
"4391","17:7578206"
"4392","17:7577113"
"4393","17:7578468"
"4394","17:7577144"
"4395","9:78790187"
"4396","9:134735980"
"4397","19:57742703"
"4398","21:36410909"
"4399","12:57911160"
"4400","16:74447514"
"4401","22:20079439"
"4402","15:85657120"
"4403","1:196379292"
"4404","19:10475652"
"4405","20:59849643"
"4406","5:13885322"
"4407","9:33797991"
"4408","11:6578632"
"4409","3:121351315"
"4410","15:89456544"
"4411","19:53116885"
"4412","20:35422532"
"4413","8:145742879"
"4414","1:89448702"
"4415","7:95775866"
"4416","14:101005516"
"4417","22:18835298"
"4418","22:18835403"
"4419","3:43095245"
"4420","9:125861049"
"4421","12:11461570"
"4422","6:27107291"
"4423","12:57111949"
"4424","7:140218548"
"4425","23:85769338"
"4426","23:114141243"
"4427","7:130418525"
"4428","19:50169131"
"4429","15:91428290"
"4430","10:21805486"
"4431","5:177164044"
"4432","2:25826544"
"4433","2:86683569"
"4434","7:153750014"
"4435","23:129190017"
"4436","16:89916893"
"4437","22:24143240"
"4438","20:9543681"
"4439","10:135098830"
"4440","17:73775146"
"4441","12:58025110"
"4442","1:65330682"
"4443","19:54647435"
"4444","2:166518637"
"4445","5:140725396"
"4446","2:24387179"
"4447","5:112227799"
"4448","17:48652111"
"4449","16:88780637"
"4450","20:2780269"
"4451","5:112175764"
"4452","5:112175466"
"4453","5:112175770"
"4454","5:112174631"
"4455","2:113127775"
"4456","2:113145814"
"4457","12:57006071"
"4458","5:146619252"
"4459","16:15850204"
"4460","2:211540487"
"4461","8:145001588"
"4462","2:216191515"
"4463","7:22330876"
"4464","10:37430754"
"4465","1:216010618"
"4466","22:21481720"
"4467","7:48068433"
"4468","12:123678369"
"4469","5:35857207"
"4470","6:28497279"
"4471","19:44890685"
"4472","2:107049631"
"4473","17:21318867"
"4474","23:152814246"
"4475","1:13365987"
"4476","1:13366053"
"4477","1:13368536"
"4478","2:48030838"
"4479","2:48032885"
"4480","5:148930153"
"4481","17:77808750"
"4482","17:77808570"
"4483","19:14877820"
"4484","3:52643685"
"4485","16:88495407"
"4486","12:55759493"
"4487","9:33385863"
"4488","16:31088625"
"4489","14:29261307"
"4490","1:41976328"
"4491","3:38949447"
"4492","19:55328993"
"4493","7:148506443"
"4494","15:41667968"
"4495","17:7578645"
"4496","17:7578500"
"4497","17:7578477"
"4498","17:7579699"
"4499","17:7578470"
"4500","17:7578380"
"4501","19:7166376"
"4502","19:7167951"
"4503","6:123759216"
"4504","19:36297966"
"4505","3:145803142"
"4506","12:109547586"
"4507","20:35766337"
"4508","15:45253735"
"4509","16:8734799"
"4510","2:112619981"
"4511","5:135513085"
"4512","22:50693554"
"4513","15:23686062"
"4514","2:29416481"
"4515","2:29917797"
"4516","2:29446701"
"4517","4:55152040"
"4518","4:55141843"
"4519","6:32489835"
"4520","6:32497986"
"4521","15:51766636"
"4522","15:34820227"
"4523","2:25463287"
"4524","7:33014908"
"4525","9:140946695"
"4526","7:82581494"
"4527","20:36761014"
"4528","11:71249131"
"4529","1:59812023"
"4530","17:39240504"
"4531","1:241262011"
"4532","19:51843808"
"4533","4:152024138"
"4534","7:26224313"
"4535","14:24808168"
"4536","12:56487861"
"4537","12:11286702"
"4538","12:11286797"
"4539","23:2139200"
"4540","3:38182259"
"4541","7:36441738"
"4542","3:128202768"
"4543","9:123675835"
"4544","14:50623696"
"4545","11:117789345"
"4546","16:89167094"
"4547","11:125505386"
"4548","17:33769034"
"4549","23:57618849"
"4550","1:12942047"
"4551","11:32417945"
"4552","14:92537388"
"4553","13:50235217"
"4554","19:622336"
"4555","7:128040160"
"4556","1:22413159"
"4557","15:90627616"
"4558","9:33386510"
"4559","17:7574035"
"4560","17:7578493"
"4561","17:7578188"
"4562","17:7577077"
"4563","17:7578266"
"4564","17:7577507"
"4565","17:7578196"
"4566","16:50106500"
"4567","6:30157261"
"4568","21:40025225"
"4569","21:40033189"
"4570","21:40016285"
"4571","21:40032140"
"4572","3:151090424"
"4573","15:65620655"
"4574","10:61122268"
"4575","9:98238358"
"4576","1:204587240"
"4577","3:57264479"
"4578","22:23544151"
"4579","5:140215022"
"4580","6:170871022"
"4581","15:83805318"
"4582","17:73491069"
"4583","3:38768300"
"4584","7:106508499"
"4585","6:170176467"
"4586","23:50350766"
"4587","1:26608885"
"4588","2:107049425"
"4589","17:78897547"
"4590","17:78896488"
"4591","17:78854316"
"4592","19:54744711"
"4593","19:21720463"
"4594","19:21720523"
"4595","11:101347586"
"4596","19:58385793"
"4597","9:5087476"
"4598","9:5075255"
"4599","1:248737343"
"4600","1:248737259"
"4601","17:6899559"
"4602","23:2836211"
"4603","23:2835989"
"4604","23:2836181"
"4605","7:71311701"
"4606","10:46998995"
"4607","9:137982028"
"4608","5:156479453"
"4609","15:20743796"
"4610","17:7496129"
"4611","1:54661150"
"4612","15:33962623"
"4613","6:56438464"
"4614","8:120818655"
"4615","7:56088811"
"4616","23:140994085"
"4617","7:91671402"
"4618","4:55593669"
"4619","2:43793725"
"4620","19:11106600"
"4621","2:202151296"
"4622","4:1808029"
"4623","23:38079995"
"4624","11:93486921"
"4625","7:128483895"
"4626","2:37380482"
"4627","15:42111753"
"4628","7:140482785"
"4629","3:126746690"
"4630","7:100639012"
"4631","7:100612957"
"4632","19:4816471"
"4633","19:43709656"
"4634","19:20808344"
"4635","10:74364350"
"4636","7:36552789"
"4637","10:89692904"
"4638","10:89720741"
"4639","10:89717697"
"4640","10:89692922"
"4641","10:89692901"
"4642","10:89720670"
"4643","18:67697256"
"4644","23:48649736"
"4645","2:152236059"
"4646","22:34124562"
"4647","15:22383064"
"4648","3:142229660"
"4649","3:142277575"
"4650","3:142274749"
"4651","8:22442661"
"4652","2:43452466"
"4653","1:16903882"
"4654","19:54745907"
"4655","20:17640009"
"4656","8:121561218"
"4657","9:125681785"
"4658","1:144815953"
"4659","19:57955885"
"4660","13:28592629"
"4661","13:28602329"
"4662","9:33386146"
"4663","1:226352499"
"4664","14:71204973"
"4665","7:143964051"
"4666","7:76620669"
"4667","7:1131411"
"4668","19:58879976"
"4669","17:78333840"
"4670","12:64426480"
"4671","7:102417753"
"4672","17:65905578"
"4673","14:80000571"
"4674","3:75788152"
"4675","3:75786163"
"4676","3:75787648"
"4677","3:75787620"
"4678","3:75787043"
"4679","23:53280150"
"4680","23:50350757"
"4681","3:189612073"
"4682","9:80412493"
"4683","18:43833702"
"4684","1:27106809"
"4685","1:27100207"
"4686","1:169510463"
"4687","16:1279438"
"4688","19:55250979"
"4689","5:176637240"
"4690","4:153249393"
"4691","13:73346338"
"4692","6:167728774"
"4693","5:140750044"
"4694","19:55253567"
"4695","2:130868253"
"4696","3:178916725"
"4697","3:178936096"
"4698","3:178916876"
"4699","3:178916936"
"4700","3:178942431"
"4701","3:178921552"
"4702","1:155886432"
"4703","6:32629193"
"4704","6:114292048"
"4705","1:144190689"
"4706","3:56650056"
"4707","7:151927127"
"4708","8:3224583"
"4709","2:25463182"
"4710","2:25463541"
"4711","11:49179541"
"4712","19:54754837"
"4713","15:63881013"
"4714","3:10105439"
"4715","23:55172572"
"4716","6:41621181"
"4717","7:151046326"
"4718","10:63854876"
"4719","9:35091699"
"4720","16:71163606"
"4721","15:90320161"
"4722","17:7578541"
"4723","17:7578467"
"4724","17:7579374"
"4725","17:7574017"
"4726","17:7577025"
"4727","12:25398283"
"4728","11:46896612"
"4729","2:97808575"
"4730","2:97849219"
"4731","2:97808510"
"4732","2:97883094"
"4733","17:61611569"
"4734","16:28619920"
"4735","17:62892442"
"4736","2:241621869"
"4737","10:102762256"
"4738","3:171395468"
"4739","19:21300738"
"4740","17:56386382"
"4741","19:41255500"
"4742","12:124824731"
"4743","6:167592524"
"4744","6:117622233"
"4745","12:11244323"
"4746","12:11244356"
"4747","12:11244166"
"4748","11:117253631"
"4749","11:117253636"
"4750","2:100343557"
"4751","2:202993960"
"4752","19:3543397"
"4753","11:1651161"
"4754","2:172213464"
"4755","6:10410472"
"4756","2:48032937"
"4757","16:72831385"
"4758","2:46707885"
"4759","22:25010828"
"4760","10:85974013"
"4761","1:148010911"
"4762","1:148004625"
"4763","1:148012533"
"4764","1:148024903"
"4765","1:13001312"
"4766","17:14139891"
"4767","6:51732807"
"4768","15:77324880"
"4769","16:46695741"
"4770","7:150035526"
"4771","7:150037660"
"4772","15:82564063"
"4773","3:77666773"
"4774","1:156354355"
"4775","12:11420773"
"4776","1:23637097"
"4777","9:21974720"
"4778","1:176671914"
"4779","12:6711147"
"4780","1:17266536"
"4781","12:131303214"
"4782","1:155148054"
"4783","11:108236086"
"4784","11:108175462"
"4785","1:146444611"
"4786","10:123279674"
"4787","3:46009491"
"4788","20:29625971"
"4789","20:29625935"
"4790","20:29633992"
"4791","20:29632709"
"4792","17:56386402"
"4793","19:5206284"
"4794","1:152129115"
"4795","21:40015308"
"4796","7:27684989"
"4797","2:95815042"
"4798","17:17697099"
"4799","11:113803028"
"4800","2:234394245"
"4801","1:144931392"
"4802","6:31324024"
"4803","6:31324078"
"4804","17:48613837"
"4805","15:57544686"
"4806","7:117188797"
"4807","1:60460308"
"4808","16:28507452"
"4809","10:70496773"
"4810","11:104768000"
"4811","8:12042821"
"4812","10:51768676"
"4813","6:85446536"
"4814","9:125391241"
"4815","16:67645349"
"4816","16:67655479"
"4817","6:29911296"
"4818","22:40452119"
"4819","2:227662568"
"4820","23:48459102"
"4821","9:135780983"
"4822","1:12907379"
"4823","1:12907316"
"4824","8:95680229"
